
饲,si,fourth,raise animals; feed; nourish
渴,ke,third,"thirsty, parched; yearn, pine"
吻,wen,third,kiss; the lips; coinciding
扮,ban,fourth,dress up; dress up as
逆,ni,fourth,"disobey, rebel; rebel, traitor"
脆,cui,fourth,"crisp; fragile, frail; brittle"
喘,chuan,third,"pant, gasp, breathe heavily"
罩,zhao,fourth,basket for catching fish; cover
卜,bo,neutral,fortune telling; prophesy
炉,lu,second,"fireplace, stove, oven, furnace"
柴,chai,second,"firewood, faggots, fuel"
愉,yu,second,"pleasant, delightful; please"
绳,sheng,second,"rope, string, cord; control"
胎,tai,first,"unborn child, embryo, fetus"
蓄,xu,fourth,"store, save, hoard, gather"
眠,mian,second,"close eyes, sleep; hibernate"
竭,jie,second,put forth great effort; exhaust
喂,wei,fourth,interjection to call attention
傻,sha,third,"foolish, silly, stupid; an imbecile"
慕,mu,fourth,"long for, desire; admire"
浑,hun,second,"muddy, turbid; blend, merge, mix"
奸,jian,first,"crafty, villainous, false"
扇,shan,fourth,fan; door panel
柜,gui,fourth,"cabinet, cupboard; shop counter"
悦,yue,fourth,"pleased, contented, gratified"
拦,lan,second,"obstruct, impede, bar, hinder"
诞,dan,fourth,"bear children, give birth; birth"
饱,bao,third,to eat till full; satisfied
乾,gan,first,"dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)"
泡,pao,fourth,"bubbles, suds; blister; soak"
贼,zei,second,"thief, traitor; kill"
亭,ting,second,pavilion; erect
夕,xi,first,"evening, night, dusk; slanted"
爹,die,first,"father, daddy"
酬,chou,second,"toast; reward, recompense"
儒,ru,second,Confucian scholar
姻,yin,first,relatives by marriage
卵,luan,third,egg; ovum; roe; spawn
氛,fen,first,"gas, vapor, air"
泄,xie,fourth,leak; vent; flow; reveal
杆,gan,first,pole; shaft of spear
挨,ai,first,"near, close by, next to, towards, against; to wait; to lean on"
僧,seng,first,"Buddhist priest, monk; san of Sanskrit sangha"
蜜,mi,fourth,honey; sweet; nectar
吟,yin,second,"sing, hum; recite; type of poetry"
猩,xing,first,species of orangutan
遂,sui,fourth,"comply with, follow along; thereupon"
狭,xia,second,"narrow, limited; narrow-minded"
肖,xiao,fourth,"look like, resemble, be like"
甜,tian,second,"sweet, sweetness"
霞,xia,second,rosy clouds
驳,bo,second,"varicolored, variegated; mixed"
裕,yu,fourth,"abundant, rich, plentiful"
顽,wan,second,"obstinate, stubborn; recalcitrant"
於,yu,second,"in, at, on; interjection alas!"
摘,zhai,first,"pluck, pick; select; specify"
矮,ai,third,"short, dwarf; low"
秒,miao,third,beard of grain or corn; a second
卿,qing,first,"noble, high officer"
畜,chu,fourth,"livestock, domestic animals"
咽,yan,fourth,throat; pharynx
披,pi,first,wear; split; crack
辅,fu,third,cheek bone; protective; assist
勾,gou,first,"hook, join, connect; entice"
盆,pen,second,"basin, tub, pot, bowl"
疆,jiang,first,"boundary, border, frontier"
赌,du,third,"bet, gamble, wager; compete"
塑,su,fourth,"model in clay, sculpt; plastics"
畏,wei,fourth,"fear, dread, awe, reverence"
吵,chao,third,"argue, dispute; disturb, annoy"
囊,nang,second,"bag, purse, sack; put in bag"
嗯,n,second,final particle
泊,po,first,anchor vessel; lie at anchor
肺,fei,fourth,lungs
骤,zhou,fourth,procedure; gallop; sudden(ly)
缠,chan,second,"wrap, wind around; tie, bind"
冈,gang,first,ridge or crest of hill
羞,xiu,first,"disgrace, shame; ashamed; shy"
瞪,deng,fourth,stare at
吊,diao,fourth,"condole, mourn, pity; hang"
贾,jia,third,"surname; merchant; buy, trade"
漏,lou,fourth,"leak, drip; funnel; hour glass"
斑,ban,first,"mottled, striped, freckle"
涛,tao,first,large waves
悠,you,first,"long, far, remote, distant; liesurely"
鹿,lu,fourth,deer; surname; KangXi radical 198
俘,fu,second,prisoner of war; take as prisoner
锡,xi,first,"tin, stannum; bestow, confer"
卑,bei,first,"humble, low, inferior; despise"
葬,zang,fourth,"bury, inter"
铭,ming,second,"inscribe, engrave"
滩,tan,first,"bank, a sandbar, shoal; rapids"
嫁,jia,fourth,"to marry, give a daughter in marriage"
催,cui,first,"press, urge"
璇,xuan,second,beautiful jade; star
翅,chi,fourth,wings; fin
盒,he,second,small box or case; casket
蛮,man,second,"barbarians; barbarous, savage"
矣,yi,third,particle of completed action
潘,pan,first,surname; water in which rice has been rinsed; a river that flows into the Han
歧,qi,second,fork of road; branching off
赐,ci,fourth,"give, bestow favors; appoint"
鲍,bao,fourth,abalone; dried fish; surname
锅,guo,first,"cooking-pot, saucepan"
廊,lang,second,"corridor, porch, veranda"
拆,chai,first,"to break up, split apart, rip open; to destroy"
灌,guan,fourth,"pour; water; irrigate, flood"
勉,mian,third,"endeavor, make effort; urge"
盲,mang,second,"blind; unperceptive, shortsighted"
宰,zai,third,to slaughter; to rule
佐,zuo,third,"assist, aid, second; subordinate"
啥,sha,fourth,what?
胀,zhang,fourth,"swell, inflate, expand"
扯,che,third,"rip up, tear down; raise; haul"
禧,xi,third,happiness; congratulations
辽,liao,second,"distant, far"
抹,mo,third,"smear, apply, wipe off, erase"
筒,tong,third,thick piece of bamboo; pipe
棋,qi,second,chess; any game similar to chess
裤,ku,fourth,"trousers, pants"
唉,ai,first,"alas, exclamation of surprise or pain"
朴,pu,third,"simple, unadorned; sincere; surname; a tree"
咐,fu,fourth,"instruct, order"
孕,yun,fourth,"be pregnant, pregnancy"
誓,shi,fourth,"swear, pledge; oath"
喉,hou,second,"throat, gullet, larynx; guttural"
妄,wang,fourth,"absurd, foolish, reckless; false"
拘,ju,first,"restrain, seize, detain"
链,lian,fourth,"chain, wire, cable; chain, shack"
驰,chi,second,go quickly or swiftly; hurry
栏,lan,second,"railing, balustrade; animal pan"
逝,shi,fourth,pass away; die
窃,qie,fourth,"secretly, stealthily; steal; thief"
艳,yan,fourth,"beautiful, sexy, voluptuous"
臭,chou,fourth,"smell, stink, emit foul odor"
纤,xian,first,"fine, delicate; minute; graceful"
玑,ji,first,pearl that is not quite round
棵,ke,first,numerary adjunct for trees
趁,chen,fourth,"take advantage of, avail oneself"
匠,jiang,fourth,"craftsman, artisan; workman"
盈,ying,second,"fill; full, overflowing; surplus"
翁,weng,first,"old man; father, father-in-law"
愁,chou,second,"anxiety; to worry about, be anxious"
瞬,shun,fourth,"wink, blink; in a wink, a flash"
婴,ying,first,"baby, infant; bother"
孝,xiao,fourth,"filial piety, obedience; mourning"
颈,jing,third,"neck, throat"
倘,tang,third,"if, supposing, in event of"
浙,zhe,fourth,Zhejiang province; river
谅,liang,fourth,"excuse, forgive; guess, presume"
蔽,bi,fourth,"cover, hide, conceal; shelter"
畅,chang,fourth,"smoothly, freely, unrestrained"
赠,zeng,fourth,"give present; bestow, confer"
妮,ni,first,"maid, servant girl; cute girl"
莎,sha,first,"kind of sedge grass, used anciently for raincoats"
尉,wei,fourth,"officer, military rank"
冻,dong,fourth,"freeze; cold, congeal; jelly"
跪,gui,fourth,kneel
闯,chuang,third,"rush in, burst in, charge in"
葡,pu,second,grapes
後,hou,fourth,"behind, rear, after; descendents"
厨,chu,second,kitchen; closet; cupboard
鸭,ya,first,duck; Anas species (various)
颠,dian,first,"top, peak, summit; upset"
遮,zhe,first,"cover, shield, protect"
谊,yi,fourth,"friendship; appropriate, suitable"
圳,zhen,fourth,"furrow in field, small drainage ditch"
吁,xu,first,"sh, hush; implore"
仑,lun,second,"logical reasons, logical order"
辟,pi,fourth,"law, rule; open up, develop"
瘤,liu,second,"tumor, lump, goiter"
嫂,sao,third,"older brother's wife, sister-in-law"
陀,tuo,second,"steep bank, rough terrain"
框,kuang,first,frame; framework; door frame
谭,tan,second,surname
亨,heng,first,"smoothly, progressing, no trouble"
钦,qin,first,"respect, admire; respectful"
庸,yong,first,"usual, common, ordinary, mediocre"
歉,qian,fourth,"deficient, lacking, insufficient"
芝,zhi,first,Zoysia pungens
吼,hou,third,"roar, shout; bark, howl"
甫,fu,third,"begin; man, father; great; a distance of ten li"
衫,shan,first,shirt; robe; gown; jacket
摊,tan,first,"spread out, open; apportion"
宴,yan,fourth,"to entertain, feast; a feast, banquet"
嘱,zhu,third,"order, tell, instruct, leave word"
衷,zhong,first,inner feelings
娇,jiao,first,seductive and loveable; tender
陕,shan,third,mountain pass; Shanxi province
矩,ju,third,"carpenter's square; rule, regulation"
浦,pu,third,"bank of river, shore; surname"
讶,ya,fourth,"express surprise, be surprised"
耸,song,third,"urge on; rise up; stir, excite"
裸,luo,third,"bare, nude; undress, strip"
碧,bi,fourth,"jade; green, blue"
摧,cui,first,"destroy, break, injure"
薪,xin,first,"fuel, firewood; salary"
淋,lin,second,"drip, soak, drench; perfectly"
耻,chi,third,"shame, humiliation; ashamed"
胶,jiao,first,"glue, gum, resin, rubber; sound; shin bone"
屠,tu,second,"butcher, slaughter, massacre"
鹅,e,second,goose
饥,ji,first,"hunger, starving; hungry; a famine"
盼,pan,fourth,"look, gaze; expect, hope for"
脖,bo,second,neck
虹,hong,second,rainbow
翠,cui,fourth,color green; kingfisher
崩,beng,first,"rupture, split apart, collapse"
账,zhang,fourth,"accounts; bill, debt; credit"
萍,ping,second,"duckweed; wandering, traveling"
逢,feng,second,"come upon, happen meet; flatter"
赚,zhuan,fourth,"make money, earn; gain, profit"
撑,cheng,first,"prop up, support; brace"
翔,xiang,second,"soar, glide, hover; detailed"
倡,chang,fourth,"guide, leader; lead, introduce"
绵,mian,second,"cotton wad; wool; soft, downy"
猴,hou,second,"monkey, ape; monkey-like"
枯,ku,first,"dried out, withered, decayed"
巫,wu,first,"wizard, sorcerer, witch, shaman"
昭,zhao,first,"bright, luminous; illustrious"
怔,zheng,first,a disease resembling neurosis
渊,yuan,first,"surge up, bubble up, gush forth"
凑,cou,fourth,"piece together, assemble"
溪,xi,first,"mountain stream, creek"
蠢,chun,third,wriggle; stupid; silly; fat
禅,chan,second,dhyana (Sanskrit); Zen; meditation (Buddhism)
阐,chan,third,"explain, clarify, elucidate"
旺,wang,fourth,prosper; prosperous; increase
寓,yu,fourth,residence; lodge; dwell
藤,teng,second,"rattan, cane; creeper plant"
匪,fei,third,"bandits, robbers, gangsters"
伞,san,third,"umbrella, parasol, parachute"
碑,bei,first,stone tablet; gravestone
挪,nuo,second,"move, shift on one side"
琼,qiong,second,"jade; rare, precious; elegant; (Cant.) to coagulate"
脂,zhi,first,"fat, grease, lard; grease"
谎,huang,third,lie
慨,kai,third,"sigh, regret; generous"
菩,pu,second,"herb, aromatic plant"
萄,tao,second,grapes
狮,shi,first,lion
掘,jue,second,"dig, excavate; excavate cave"
抄,chao,first,"copy, confiscate, seize"
岭,ling,third,"mountain ridge, mountain peak"
晕,yun,first,"halo in sky; fog; dizzy, faint"
逮,dai,third,"seize, catch; reach, arrive"
砍,kan,third,"hack, chop, cut, fell"
掏,tao,first,take out; pull out; clean out
狄,di,second,tribe from northern china; surnam
晰,xi,first,"clear, evident; clearly"
罕,han,third,"rare, scarce; surname"
挽,wan,third,"pull; pull back, draw back"
脾,pi,second,"spleen, pancreas; disposition"
舟,zhou,first,"boat, ship; KangXi radical 137"
痴,chi,first,"foolish, stupid, dumb, silly"
蔡,cai,fourth,surname; species of tortoise
剪,jian,third,"scissors; cut, divide, separate"
脊,ji,second,"spine, backbone; ridge"
弓,gong,first,"bow; curved, arched; KangXi radical number 57"
懒,lan,third,"lazy, languid, listless"
叉,cha,first,"crotch; fork, prong"
拐,guai,third,"kidnap, abduct; turn"
喃,nan,second,"keep talking, chattering; mumble"
僚,liao,second,"companion, colleague; officials; bureaucracy; a pretty face"
捐,juan,first,"contribute; give up, renounce"
姊,zi,third,elder sister
骚,sao,first,"harass, bother, annoy, disturb"
拓,ta,fourth,expand; open up; support or push
歪,wai,first,"slant; inclined; askewd, awry"
粘,zhan,first,"viscous, mucous; glutinous"
柄,bing,third,"handle, lever, knob; authority"
坑,keng,first,"pit, hole; bury, trap; harry"
陌,mo,fourth,foot path between rice fields
窄,zhai,third,"narrow, tight; narrow-minded"
湘,xiang,first,Hunan province
兆,zhao,fourth,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion
崖,ya,second,"cliff, precipice; precipitous"
骄,jiao,first,spirited horse; haughty
刹,sha,first,"temple, shrine, monastary"
鞭,bian,first,whip; whip; string of firecrackers
芒,mang,second,Miscanthus sinensis
筋,jin,first,muscles; tendons
聘,pin,fourth,"engage, employ; betroth"
钩,gou,first,"hook, barb; sickle; stroke with"
棍,gun,fourth,"stick, cudgel; scoundrel"
嚷,rang,third,"shout, brawl, make uproar, cry"
腺,xian,fourth,gland
弦,xian,second,"string; hypotenuse, crescent"
焰,yan,fourth,"flame, blaze; glowing, blazing"
耍,shua,third,"frolic, play, amuse, play with"
俯,fu,third,"bow down, face down, look down"
厘,li,second,thousandth part of tael
愣,leng,fourth,be in a daze
厦,sha,fourth,"big building, mansion"
恳,ken,third,"sincere, earnest, cordial"
饶,rao,second,"bountiful, abundant, plentiful"
钉,ding,first,"nail, spike; pursue closely"
寡,gua,third,"widowed; alone, friendless"
憾,han,fourth,"to regret, remorse; dissatisfied"
摔,shuai,first,"fall ground, stumble, trip"
叠,die,second,pile; be piled up; fold up
惹,re,third,"irritate, vex, offend, incite"
喻,yu,fourth,"metaphor, analogy; example; like"
谱,pu,third,"list, table; musical score"
愧,kui,fourth,"ashamed, conscience-stricken"
煌,huang,second,"bright, shining, luminous"
徽,hui,first,"a badge, insignia"
溶,rong,second,"to melt, dissolve; overflowing with"
坠,zhui,fourth,"fall down, drop, sink, go to ruin"
煞,sha,first,"malignant deity; baleful, noxious; strike dead"
巾,jin,first,kerchief; towel; turban; KangXi radical number 50
滥,lan,fourth,"flood, overflow; excessive"
洒,sa,third,sprinkle; scatter; pour; to wipe away; to shiver
堵,du,third,"wall; stop, prevent; stop up"
瓷,ci,second,"crockery, porcelain, chinaware"
咒,zhou,fourth,"curse, damn, incantation"
姨,yi,second,"mother's sister, aunt"
棒,bang,fourth,"stick, club, truncheon; hit"
郡,jun,fourth,administrative division
浴,yu,fourth,"bathe, wash; bath"
媚,mei,fourth,"charming, attractive; flatter"
稣,su,first,"revive, to rise again; collect"
淮,huai,second,river in Anhui province
哎,ai,first,interjection of surprise
屁,pi,fourth,break wind; fart; buttocks
漆,qi,first,"varnish, lacquer, paint"
淫,yin,second,"obscene, licentious, lewd"
巢,chao,second,"nest, living quarter in tree"
吩,fen,first,"order, command, instruct"
撰,zhuan,fourth,"compose, write, compile"
啸,xiao,fourth,"roar, howl, scream; whistle"
滞,zhi,fourth,"block up, obstruct; stagnant"
玫,mei,second,rose
硕,shuo,fourth,"great, eminent; large, big"
钓,diao,fourth,"fish; fishhook; tempt, lure"
蝶,die,second,butterfly
膝,xi,first,knee
姚,yao,second,"handsome, elegant; surname"
茂,mao,fourth,"thick, lush, dense; talented"
躯,qu,first,body
吏,li,fourth,"government official, magistrate"
猿,yuan,second,ape
寨,zhai,fourth,"stockade, stronghold, outpost; brothel"
恕,shu,fourth,"forgive, excuse, show mercy"
渠,qu,second,"ditch, canal, channel, gutter"
戚,qi,first,relative; be related to; sad
辰,chen,second,early morning; 5th terrestrial branch
舶,bo,second,"large, ocean-going vessel"
颁,ban,first,"confer, bestow; publish, promulgate"
惶,huang,second,"fearful, afraid, anxious, nervous"
狐,hu,second,species of fox
讽,feng,third,"recite, incant; satirize"
笨,ben,fourth,"foolish, stupid, dull; awkward"
袍,pao,second,"long gown, robe, cloak"
嘲,chao,second,"ridicule, deride, scorn, jeer at"
啡,fei,first,morphine; coffee
泼,po,first,"pour, splash, water, sprinkle"
衔,xian,second,"bit; hold in mouth, bite; gag"
倦,juan,fourth,"be tired of, weary"
涵,han,second,"soak, wet; tolerate, be lenient"
雀,que,fourth,sparrow
旬,xun,second,ten-day period; period of time
僵,jiang,first,"stiff and motionless, stock still"
撕,si,first,"rip, tear; buy cloth"
肢,zhi,first,human limbs; animal feet
垄,long,third,"grave, mound; ridge in field"
夷,yi,second,ancient barbarian tribes
逸,yi,fourth,"flee, escape, break loose"
茅,mao,second,"reeds, rushes, grass; surname"
侨,qiao,second,"sojourn, lodge"
舆,yu,second,"cart, palanquin, sedan chair"
窑,yao,second,kiln; coal mine pit
涅,nie,fourth,"blacken; black mud, slime"
蒲,pu,second,type of rush; vine
谦,qian,first,"humble, modest"
杭,hang,second,cross stream; navigate
噢,o,first,"moan; interjection for pain, sad"
弊,bi,fourth,"evil, wrong, bad; criminal"
勋,xun,first,meritorious deed; merits; rank
刮,gua,first,"shave, pare off, scrape"
郊,jiao,first,"suburbs; waste land, open spaces"
凄,qi,first,"bitter cold, miserable, dreary"
捧,peng,third,hold up in two hands
浸,jin,fourth,"soak, immerse, dip, percolate"
砖,zhuan,first,"tile, brick"
鼎,ding,third,"large, three-legged bronze caldron"
篮,lan,second,basket
蒸,zheng,first,steam; evaporate
饼,bing,third,"rice-cakes, biscuits"
亩,mu,third,Chinese land measure; fields
肾,shen,fourth,"kidneys; testes, gizzard"
陡,dou,third,"steep, sloping; abruptly, sudden"
爪,zhao,third,"claw, nail, talon; animal feet"
兔,tu,fourth,"rabbit, hare"
殷,yin,first,"many, great; abundant, flourishing"
贞,zhen,first,"virtuous, chaste, pure; loyal"
荐,jian,fourth,"repeat, reoccur; recommend"
哑,ya,third,"dumb, mute; become hoarse"
炭,tan,fourth,charcoal; coal; carbon
坟,fen,second,"grave, mound; bulge; bulging"
眨,zha,third,wink
搏,bo,second,seize; spring upon; strike
咳,hai,first,cough
拢,long,third,"collect, bring together"
舅,jiu,fourth,maternal uncle
昧,mei,fourth,"obscure, dark; darken"
擅,shan,fourth,monopolize; claim; arbitrarily; to dare
爽,shuang,third,"happy, cheerful; refreshing"
咖,ka,first,coffee; a phonetic
搁,ge,first,"place, put, lay down; delay"
禄,lu,fourth,"blessing, happiness, prosperity"
雌,ci,second,"female; feminine; gentle, soft"
哨,shao,fourth,"whistle, blow whistle; chirp"
巩,gong,third,"bind; firm, secure, strong"
绢,juan,fourth,kind of thick stiff silk
螺,luo,second,spiral shell; conch; spiral
裹,guo,third,"wrap, bind; encircle, confine"
昔,xi,first,formerly; ancient; in beginning
轩,xuan,first,carriage; high; wide; balcony
谬,miu,fourth,"error, exaggeration; erroneous"
谍,die,second,an intelligence report; to spy; spying
龟,gui,first,turtle or tortoise; cuckold
媳,xi,second,daughter-in-law
姜,jiang,first,surname; ginger
瞎,xia,first,"blind, reckless; rash"
冤,yuan,first,"grievance, injustice, wrong"
鸦,ya,first,crow; Corvus species (various)
蓬,peng,second,type of raspberry; fairyland
巷,xiang,fourth,"alley, lane"
琳,lin,second,"beautiful jade, gem"
栽,zai,first,"to cultivate, plant; to care for plants"
沾,zhan,first,"moisten, wet, soak; touch"
诈,zha,fourth,"cheat, defraud, swindle; trick"
斋,zhai,first,vegetarian diet; study
瞒,man,second,"deceive, lie; eyes half-closed"
彪,biao,first,tiger; tiger stripes; tiger-like
厄,e,fourth,"adversity, difficulty, distress"
咨,zi,first,"inquire, consult, discuss; plan"
纺,fang,third,"spin, reel, weave; reeled pongee"
罐,guan,fourth,"jar, jug, pitcher, pot"
桶,tong,third,"pail, bucket, tub; cask, keg"
壤,rang,third,"soil, loam, earth; rich"
糕,gao,first,"cakes, pastry"
颂,song,fourth,"laud, acclaim; hymn; ode"
膨,peng,second,"to swell; swollen, bloated, inflated"
谐,xie,second,"harmonize, agree; joke, jest"
垒,lei,third,"rampart, military wall"
咕,gu,first,"mumble, mutter, murmur; rumble"
隙,xi,fourth,"crack, split, fissure; grudge"
辣,la,fourth,"peppery, pungent, hot; cruel"
绑,bang,third,"bind, tie, fasten"
宠,chong,third,"favorite, concubine; favor"
嘿,hei,first,"be silent, be quiet"
兑,dui,fourth,cash; exchange
霉,mei,second,"mildew, mold; moldy, mildewed"
挫,cuo,fourth,push down; chop down; grind
稽,ji,first,"examine, investigate; delay"
辐,fu,second,spokes of wheel
乞,qi,third,beg; request
纱,sha,first,"gauze, thin silk; yarn, thread"
裙,qun,second,"skirt, apron, petticoat"
嘻,xi,first,"mirthful, happy; interjection"
哇,wa,neutral,vomit; cry of an infant
绣,xiu,fourth,embroider; embroidery; ornament
杖,zhang,fourth,"cane, walking stick"
塘,tang,second,"pond; tank; dike, embankment"
衍,yan,third,"overflow, spill over, spread out"
轴,zhou,second,"axle, axletree; pivot; axis"
攀,pan,first,climb; pull; hang on to
膊,bo,second,"shoulders, upper arms"
譬,pi,fourth,"metaphor, simile, example"
斌,bin,first,"refined, having both appearance"
祈,qi,second,"pray; entreat, beseech"
踢,ti,first,kick
肆,si,fourth,"indulge; excess; numeral four; particle meaning now, therefore; shop"
坎,kan,third,"pit, hole; snare, trap; crisis"
轿,jiao,fourth,"sedan-chair, palanquin"
棚,peng,second,"tent, awning; booth; shed"
泣,qi,fourth,"cry, sob, weep"
屡,lü,third,"frequently, often, again and again"
躁,zao,fourth,"tense, excited, irritable"
邱,qiu,first,surname; hill; mound; grave
凰,huang,second,female phoenix
溢,yi,fourth,"overflow, brim over; full"
椎,chui,second,"hammer, mallet; vertebra"
砸,za,second,"smash, crush, break; pound, mash"
趟,tang,fourth,"time, occasion; take journey"
帘,lian,second,flag-sign of a tavern
帆,fan,first,sail; boat
栖,qi,first,perch; roost; stay
窜,cuan,fourth,"run away; revise, edit; expel"
丸,wan,second,"small round object; pellet, pill"
斩,zhan,third,"cut, chop, sever; behead"
堤,di,first,dike
塌,ta,first,"fall in ruins, collapse"
贩,fan,fourth,"peddler, hawker, street merchant"
厢,xiang,first,"side-room, wing; theatre box"
掀,xian,first,"lift, raise; stir"
喀,ka,first,vomit; used in transliterations
乖,guai,first,"rebel; crafty, shrewd"
谜,mi,second,"riddle, conundrum; puzzle"
捏,nie,first,pick with fingers; knead; mold
阎,yan,second,village gate; surname
滨,bin,first,"beach, sea coast; river bank"
虏,lu,third,"to capture, imprison, seize; a prison"
匙,shi,neutral,spoon; surname
芦,lu,second,"rushes, reeds"
苹,ping,second,artemisia; duckweed; apple
卸,xie,fourth,lay down; retire from office
沼,zhao,third,"lake, fishpond, swamps"
钥,yao,fourth,key; lock
株,zhu,first,numerary adjunct for trees; root
祷,dao,third,"pray; entreat, beg, plead; prayer"
剖,pou,first,"split in two, slice; dissect"
熙,xi,first,"bright, splendid, glorious"
哗,hua,first,rushing sound; gush forward
劈,pi,first,"cut apart, split, chop"
怯,qie,fourth,"lacking in courage, afraid"
棠,tang,second,crab apple tree; wild plums
胳,ge,first,"armpit, arms"
桩,zhuang,first,"stake, post; affair, matter"
瑰,gui,first,"extraordinary, fabulous; rose"
娱,yu,second,"pleasure, enjoyment, amusement"
娶,qu,third,"marry, take wife"
沫,mo,fourth,"froth, foam, bubbles, suds"
嗓,sang,third,voice; throat
蹲,dun,first,"squat, crouch; idle about"
焚,fen,second,burn
淘,tao,second,wash in sieve; weed out
嫩,nen,fourth,"soft, tender, delicate; young"
韵,yun,fourth,rhyme; vowel
衬,chen,fourth,underwear; inner garments
匈,xiong,first,"Hungary, Hungarian"
钧,jun,first,unit of measure equivalent to thirty catties
竖,shu,fourth,"perpendicular, vertical; erect"
峻,jun,fourth,"high, steep, towering; stern"
豹,bao,fourth,"leopard, panther; surname"
捞,lao,first,"scoop out of water; dredge, fish"
菊,ju,second,chrysanthemum
鄙,bi,third,mean; low
魄,po,fourth,vigor; body; dark part of moon
兜,dou,first,pouch
哄,hong,first,"coax; beguile, cheat, deceive"
颖,ying,third,rice tassel; sharp point; clever
镑,bang,fourth,pound sterling
屑,xie,fourth,"bits, scraps, crumbs, fragments"
蚁,yi,third,ants
壶,hu,second,"jar, pot, jug, vase; surname"
怡,yi,second,"harmony; pleasure, joy; be glad"
渗,shen,fourth,"soak through, infiltrate"
秃,tu,first,bald
迦,jia,first,character for transliteration
旱,han,fourth,drought; dry; dry land
哟,yo,first,"ah, final particle"
咸,xian,second,"together; all, completely; united"
焉,yan,first,"thereupon, then; how? why? where?"
谴,qian,third,"reprimand, scold, abuse"
宛,wan,third,"seem, as if, crooked"
稻,dao,fourth,"rice growing in field, rice plant"
铸,zhu,fourth,"melt, cast; coin, mint"
锻,duan,fourth,"forge metal; temper, refine"
伽,jia,first,traditionally used as phonetic for ga
詹,zhan,first,"surname; talk too much, verbose"
毙,bi,fourth,kill; die violent death
恍,huang,third,seemingly; absent-minded
贬,bian,third,"decrease, lower; censure, criticize"
烛,zhu,second,"candle, taper; shine, illuminate"
骇,hai,fourth,"terrify, frighten, scare; shock"
芯,xin,first,pith from rush (juncus effusus)
汁,zhi,first,"juice, liquor, fluid, sap, gravy, sauce"
桓,huan,second,variety of tree; surname
坊,fang,first,lane; workshop; surname
驴,lü,second,"donkey, ass"
朽,xiu,third,"decayed, rotten; rot, decay"
靖,jing,fourth,"pacify; appease; calm, peaceful"
佣,yong,first,commission fee
汝,ru,third,you
碌,lu,fourth,"rough, uneven, rocky; mediocre"
迄,qi,fourth,"extend, reach; until; till"
冀,ji,fourth,hope for; wish; Hebei province
荆,jing,first,thorns; brambles; my wife; cane
崔,cui,first,"high, lofty, towering; surname"
雁,yan,fourth,wild goose
绅,shen,first,"girdle; tie, bind; gentry"
珊,shan,first,coral
榜,bang,third,placard; list of successful exam candidates
诵,song,fourth,"recite, chant, repeat"
傍,bang,fourth,"by side of, beside, near, close"
彦,yan,fourth,elegant
醇,chun,second,"rich, good as wine; pure, unmixed"
笛,di,second,bamboo flute; whistle
禽,qin,second,"birds, fowl; surname;; capture"
勿,wu,fourth,"must not, do not; without, never"
娟,juan,first,"beautiful, graceful"
瞄,miao,second,take aim at; look at
幢,chuang,second,carriage curtain; sun screen
寇,kou,fourth,"bandits, thieves; enemy; invade"
睹,du,third,"look at, gaze at; observe"
贿,hui,fourth,"bribe; bribes; riches, wealth"
踩,cai,third,step on
霆,ting,second,a sudden peal of thunder
呜,wu,first,"sound of crying, sobbing"
拱,gong,third,"fold hands on breast; bow, salute"
妃,fei,first,"wife, spouse; imperial concubine"
蔑,mie,fourth,"disdain, disregard; slight"
谕,yu,fourth,"proclaim, instruct; edict"
缚,fu,fourth,to tie
诡,gui,third,"deceive, cheat, defraud; sly"
篷,peng,second,"awning, covering; sail; boat"
淹,yan,first,"drown; cover with liquid, steep"
腕,wan,fourth,wrist
煮,zhu,third,cook
倩,qian,fourth,"beautiful, lovely; son-in-law"
卒,zu,second,"soldier; servant; at last, finally"
勘,kan,first,investigate; compare; collate
馨,xin,first,"fragrant, aromatic; distant fragrance"
逗,dou,fourth,"tempt, allure, arouse, stir"
甸,dian,first,suburbs of capital; govern; crops
贱,jian,fourth,"mean, low; cheap, worthless"
炒,chao,third,"fry, saute, roast, boil, cook"
灿,can,fourth,"vivid, illuminating; bright"
敞,chang,third,"roomy, spacious, open, broad"
蜡,la,fourth,"wax; candle; waxy, glazed; maggot; as a non-simplified form sometimes used as an equivalent to 䄍, meaning imperial harvest"
囚,qiu,second,"prisoner, convict; confine"
栗,li,fourth,"chestnut tree, chestnuts; surname"
辜,gu,first,"crime, criminal offense"
垫,dian,fourth,"advance money, pay for another"
妒,du,fourth,"jealous, envious"
魁,kui,second,chief; leader; best; monstrous
谣,yao,second,"sing; folksong, ballad; rumor"
寞,mo,fourth,"silent, still, lonely, solitary"
蜀,shu,third,name of an ancient state
甩,shuai,third,"throw away, discard"
涯,ya,second,"border, horizon, shore"
枕,zhen,third,pillow
丐,gai,fourth,beggar; beg; give
泳,yong,third,dive; swim
奎,kui,second,stride of man; one of the twenty-eight lunar mansions
泌,mi,fourth,"to seep out, excrete"
逾,yu,second,"go over, pass over, exceed"
叮,ding,first,exhort or enjoin repeatedly
黛,dai,fourth,blacken eyebrows; black
燥,zao,fourth,"dry, parched, arid; quick-tempered"
掷,zhi,fourth,"throw, hurl, cast, fling"
